tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term
351631417559625728						rt @dmpharmresearch: @nejm publishes exciting phiii trial results for #eliquis (apixaban) suggesting a hopeful alternative for vte  #isth20�		
333399411042447360						get some abreva and rub it on your cock b4 u use it next.  or take some avelox.		
340708307255836672						"#download avelox - a medical dictionary, bibliography, and annotated research guide to internet references - icon health... @workshopguides"		
347950374063329280	76	93	ADR	connective tissue	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10061087	connective tissue disorder
347950374063329280	77	94	ADR	connective tissue	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10061087	connective tissue disorder
347950374063329280	94	99	ADR	lungs	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10025082	lung disorder
347950374063329280	95	100	ADR	lungs	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10025082	lung disorder
347950374063329280	104	111	ADR	thyroid	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10043709	thyroid disorder
347950374063329280	105	112	ADR	thyroid	avelox	"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky"	10043709	thyroid disorder
343406657717547008	78	84	ADR	drowsy	baclofen	i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.	10013649	drowsiness
343406657717547008	110	114	ADR	high	baclofen	i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.	10016333	feeling high
343565430239158272	25	29	ADR	high	baclofen	baclofen gives me a head high but it makes me feel like throwing up after. ugh. #thestruggle	10016333	feeling high
343565430239158272	46	67	ADR	feel like throwing up	baclofen	baclofen gives me a head high but it makes me feel like throwing up after. ugh. #thestruggle	10028813	nausea
350996884472598529						@shiftms @positiveaboutms question about sleeping probs at night. anyone else encountering this?baclofen perhaps? cheers x		
354418786499166208						"@rogerrdharris @rfdsdoc @toxtalk @poisonreview cause here is baclofen toxicity(mostly)not bd.no plausible cause but testing was done,caveat"		
332278485278134274	21	27	ADR	 burns	cipro	the cipro in you eyes burns but works its buffered for your ears seems stupid but if they take your life take it back	10006774	burning eyes
333719476254154752					cipro	"got a script of cipro for a uti for #motherday. lol, thank god for walk in clinics."		
334014050348457985	35	52	ADR	murdering my mind	cipro	the pathway of cipro is definitely murdering my mind right now ? #donedonedone	10027374	mental impairment
341171613368205312						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
341508789654147072						starting the cipro and flagyl today :( this should be fuuuuun		
342777097661599744						"@princessdolly85 off ivs for another 3 weeks for til tue til improve or ivs sooner :-/ hope cipro have helped, shame about no sun"		
348345272553840640						rt @lemonka: the lady from the bank later said sir this means that cipro discontinued your business &amp; since this a ... http://t.co/qjmiuram�		
348374178820415488						harde rt @baokent: :( �@lemonka: great cipro advertised my company for interested bidders.�		
348800441192169474	41	67	ADR	weird &amp; bizarre dreams	cipro	rt @indigo_rosie: my medication gives me weird &amp; bizarre dreams. not all bad though. last night i had dinner with the rolling stones #cipro�	10004969	bizarre dreams
349693143400202240						"@simbukha hey sim! i never chat wth u via dis social netwek, r u great dou?@cypro"		
349879565482590208						i hope this annual cipro diet tradition doesn�t become a tradit� damnit.		
350339021471354880	41	59	ADR	anaphylactic shock	cipro	@rickywarwick so true ricky! i went into anaphylactic shock &amp; almost died from taking cipro! dangerous drug - be careful!! take care.	10002199	anaphylactic shock
350339021471354880	66	77	ADR	almost died	cipro	@rickywarwick so true ricky! i went into anaphylactic shock &amp; almost died from taking cipro! dangerous drug - be careful!! take care.	10068111	near death experience
350706433580474368	15	42	ADR	nose feel like its bleeding	cipro	cipro makes my nose feel like its bleeding. but it's not. #phantomsangre	10005124	bleeding nose
351225341529948161						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
352731026902089729						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
353077981557690368						"@reditlhabi after holding for 2 hours on #cipc #cipro, the consultant just greeted, asked my problem and dropped the phone!!!!!!!!!!"		
353176251315388416					cipro	all i have to say is cipro will mess you up kids. don't get sick! #blagh #gross #weak		
353176251315388416	81	85	ADR	weak	cipro	all i have to say is cipro will mess you up kids. don't get sick! #blagh #gross #weak	10047862	weakness
353832654724022273	69	77	ADR	crippled	cipro	@jessielee122 you can say that again!  i trusted my doc and ended up crippled thanks to just 12 cipro pills.  going on 4 years now.	10022876	invalid
353837855770030081						@doctormcpa @sarahrnay am i reading this correctly...are you prescribing cipro for simple utis??		
332114604169773056	8	20	ADR	numb to feel	cymbalta	"i'm too numb to feel, blow out the candle, blindness #np #cymbalta"	10071175	lack of feeling emotions
332114604169773056	9	21	ADR	numb to feel	cymbalta	"i'm too numb to feel, blow out the candle, blindness #np #cymbalta"	10071175	lack of feeling emotions
332530607399780352						@kenzo_fosho depression hurts cymbalta can help		
332588060011274240						depression hurts cymbalta can kill you		
332624210092490753						depression hurts cymbalta can help		
332783620471259136						"@docwashburn i'm not trying to start any immature fight with you. but ask you to realize how dangerous ""medicine"" is. like ""cymbalta""."		
333034252612534273						"i don't get why they make stuff like cymbalta to decrease the suicide rate, when there are bunch of precautions about how it may kill you."		
333427125795291136	63	73	ADR	withdrawal	cymbalta	my sim card isn't working aaggh i feel like im having cymbalta withdrawal again aaagh aaaggh	10073281	withdrawal symptom
333793664520318976						"rejection hurts, cymbalta can help http://t.co/wzwddt6hyc"		
334022366457917440	56	62	ADR	sleepy	cymbalta	"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg"	10041018	sleepy
334022366457917440	57	63	ADR	sleepy	cymbalta	"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg"	10041018	sleepy
340608479872045056						"@galaxiianxoxo depression hurts, cymbalta can help."		
340852413651091456						some girls are to depressed for nothing. bitch take cymbalta or something shit		
340867974783193088	58	65	ADR	vertigo	cymbalta	coming off cymbalta cold turkey.. day 4... i think i have vertigo! this is awful.	10047340	vertigo
341080052986961920						"well you better go get your depressed ass to that store and get you some cymbalta ""@gayass_kathy: how i feel http://t.co/9yfea2otmj"""		
341424607812784129						somebody pass the cymbalta		
341582321465569280						"and so it was decreed on this day in 2013, year of our lord that my first born shall be nameth cymbalta."		
341744330286981120						"just timed a cymbalta commercial. 50 of the 70 seconds was side effects and warnings. so, how bad is your arthritis??"		
341867322849497089						depression hurts. cymbalta can help.		
342284689148624898	39	50	ADR	with drawls	cymbalta	"i feel soo much better today, cymbalta with drawls are going away :))"	10073281	withdrawal symptom
