tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term
328750784500088833						"when i can't sleep i start list the drugs i know if alphabetical order - abciximab, acamprosate, alendronate... zzzzzz(olpidem, opiclone)..."		
350499343540813824						@doctorcaldwell alendronate works in elderly. intended benefits are relevant. issues are compliance/tolerability and life expectancy&gt; 1 yr		
354293203786141698						{1} alendronate is a bisphosphonate used to treat oseoporosis and paget's disease. how should the patient take it? http://t.co/dgu1barbha		
344228218259251200						apixaban: factor xa inhibitor for stroke prevention in patients with nonvalvular atrial fibrillation.		
351665598968766464						giancarlo agnelli just presented good r�sults of #amplify study #apixaban in treatment of pe and dvt #isth2013 http://t.co/pswj9oeakv		
351686062353027072						rt @cmichaelgibson: oral #apixaban non-inferior in effectiveness &amp; lowers bleeding c/w warfarin in acute venous thromboembolism #nejm http:�		
351689406056366081						rt @cmichaelgibson: #apixaban / #eliquis reduced major bleeding from 1.8% to 0.6% vs #warfarin in acute venous thromboembolism patients htt�		
332562785970049024	30	62	ADR	Central nervous system breakdown	avelox	@ciproispoison avelox got me. central nervous system breakdown.	10007943	central nervous system disorder
340936488332185600						"@drjudystone dr-read you know side effects of levaquin, avelox, and cipro-true? can you help people suffering-drs. tell us in our mindno way"		
332531689639256064					baclofen	"does anybody take baclofen? so, what dose? just curious. i now take 50mg a day  can you rt please @positiveaboutms ?"		
332574327444746240	74	77	ADR	fog	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10016876	foggy feeling in head
332574327444746240	75	78	ADR	fog	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10016876	foggy feeling in head
332574327444746240	67	73	ADR	sleepy	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10041018	sleepy
332574327444746240	68	74	ADR	sleepy	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10041018	sleepy
332574327444746240	60	66	ADR	 tired	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10043890	tiredness
332574327444746240	61	67	ADR	 tired	baclofen	"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."	10043890	tiredness
333787466597285888	69	75	ADR	gorked	baclofen	yay mom's giving me baclofen when i get home~ i'll probably still be gorked for my physics final but i kinda don't give a fuck.	10016322	feeling abnormal
341469594554359808					baclofen	@50thingsb450 er!  struggling with diazepam and increased baclofen.  back is obvs still in trouble :(		
341797745549516800					baclofen	i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms		
342052382705844224	23	47	ADR	make me a bigger asshole	baclofen	i think baclofen might make me a bigger asshole than usual. :/	10034719	personality change
351027118215413761	43	54	ADR	can't sleep	baclofen	"@neph0079@positiveaboutms i take baclofen ""can't sleep! want to sleep!"" help!"	10011001	sleep loss
351027118215413761	45	56	ADR	can't sleep	baclofen	"@neph0079@positiveaboutms i take baclofen ""can't sleep! want to sleep!"" help!"	10011001	sleep loss
351775750443118594						pipetting some human plasma into test tubes to be run in the baclofen assay #scienceswag		
352682252943097858	114	122	ADR	dry nose	baclofen	@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?	10013782	dry nose
352682252943097858	125	131	ADR	throat	baclofen	@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?	10013789	dry throat
333777166175186944	49	69	ADR	erectile dysfunction	boniva	boniva would've been better properly named as an erectile dysfunction drug.	10061461	erectile dysfunction
333777894822248449	49	69	ADR	erectile dysfunction	boniva	boniva would've been better properly named as an erectile dysfunction drug.	10061461	erectile dysfunction
341332687891611649	27	36	ADR	halitosis	boniva	i'm sorry you have ostrich halitosis @daniellejmoody but that is a side effect of once monthly boniva.	10019058	halitosis
349205952320389120						@speeeeedbird over your knee? are you sure that's safe w/your osteoporosis &amp; arthritis? should have taken your once a month boniva. #kidding		
350112091623010304						@rayfierce_ like sally field says... we have this one body and this one life. take boniva		
350027874939580417						rt @bizjournalism: rt @propublica: 17 of the top 20 prescribers of blood pressure drug bystolic received speaking fees from its maker. http�		
348973695575937024						canagliflozin demonstrates better glycemic control and body weight reduction versus sitagliptin in a 52 weeks clinical study #2013ada		
332341510622302209						"cipro tablets are present inward 100 mg, 250 mg, 500 mg, 750 mg baton 1000 mg.:"		
332349014022434817						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
332496252136722432						a double shot of africa with a cipro chaser #stomachparty #ethiopiaspring2013		
332546823447248896	102	112	ADR	tendonitis	cipro	"@ciproispoison ironically, the pulmonologist i work with told me about his own devastating bout with 'tendonitis' after cipro"	10043255	tendonitis
332546823447248896	103	113	ADR	tendonitis	cipro	"@ciproispoison ironically, the pulmonologist i work with told me about his own devastating bout with 'tendonitis' after cipro"	10043255	tendonitis
332990941629657088						"@_cimmy_ thanks! yes, after i was prescribed cipro a few years ago, and it really messed me up, i am quite wary of broad spectrum ones."		
333022901865431040						if you talk bad about lebron i hope a thug shoots off your great toe and all the vancomycin and cipro in the world cant cure the infection.		
333278830980648960	127	135	ADR	crippled	cipro	@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.	10049278	unable to walk
333278830980648960	59	66	ADR	disable	cipro	@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.	10049278	unable to walk
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333320339683676161						@abdulhabiba hope u are fine now. just finished taking mine also last month. cipro tab and d rest... so i dnt need them again.		
333342169836449794						"@ciproispoison @_cimmy_ i hope you are doing better now. yes, a small dose of cipro a few years ago did get me two or so years of problems."		
333727742677905408						"@kevinmd even w the best care a patient can die from avandia, vioxx, get kidney failure from cipro or commit suicide on new antidepressants"		
333946677121650688						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
334024264187523074	45	60	ADR	Felt like chemo	cipro	"@remiamaka it wasn't an easy victory though. felt like chemo with the cipro. as for the heart, i meant for study purposes."	10006784	burning sensation
334024264187523074	46	61	ADR	Felt like chemo	cipro	"@remiamaka it wasn't an easy victory though. felt like chemo with the cipro. as for the heart, i meant for study purposes."	10006784	burning sensation
340451551766274049	23	30	ADR	vampire	cipro	@evann_lfc yea still a vampire as still on cipro wbu? xx	10022437	insomnia
340972833150758912						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
341115149723250688	66	75	ADR	Bedridden	cipro	"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."	10048948	bedridden
341115149723250688	67	76	ADR	Bedridden	cipro	"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."	10048948	bedridden
341115149723250688	21	45	ADR	destroyed my entire body	cipro	"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."	10022876	invalid
341115149723250688	22	46	ADR	destroyed my entire body	cipro	"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."	10022876	invalid
341117456472997888						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
341530146165104641	23	41	ADR	killing""  my tummy	cipro	"this cipro is totally ""killing""  my tummy .. hiks.."	10045148	tummy ache
341530146165104641	25	44	ADR	killing""  my tummy	cipro	"this cipro is totally ""killing""  my tummy .. hiks.."	10045148	tummy ache
341688886319271936	86	99	ADR	septic c diff	cipro	@katelynjoyy the aythromicyn didn't work so i'm back on cipro which is what caused my septic c diff in sept.	10054177	clostridium difficile sepsis
341873958007738369	98	110	ADR	gastic upset	cipro	"@nichole_lindsey i've had cipro before. luckily for me, the only side fx i tend to get from ab is gastic upset. but i rarely use ab."	10046317	upset gastrointestinal
341873958007738369	99	111	ADR	gastic upset	cipro	"@nichole_lindsey i've had cipro before. luckily for me, the only side fx i tend to get from ab is gastic upset. but i rarely use ab."	10046317	upset gastrointestinal
342303467618062337						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
342671450496446464						@iamhdt i need some lysol.   maybe some cipro.		
342745776985874432						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
342800591816384512	57	66	ADR	Can't run	cipro	day 11 of #rwrunstreak completed. 1.32 miles of walking. can't run even if i could because of cipro. also day 4 of mostly raw was good.	10022876	invalid
343037715899629568						"no! i always get cipro before i travel but never had to use it, not even in mexico! mt @johnnyjet: ever call doctor on a trip? #travelskills"		
345241637078847489	33	37	ADR	sick	cipro	@shipmom cipro is awful makes me sick as a dog too	10016365	feeling sick
346242584366161920	68	73	ADR	dizzy	cipro	@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.	10013580	dizzy
346242584366161920	78	82	ADR	sick	cipro	@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.	10016365	feeling sick
346242584366161920	91	99	ADR	crippled	cipro	@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.	10049278	unable to walk
346245541790892033						@quitecoldnight @buzzfeedandrew usps employees who were given cipro ended up crippled by it &amp; filed a class action lawsuit against bayer.		
346640892817465345					cipro	forget diamonds...cipro is a girl's best friend  #tummytrouble #ahafrica		
348135763520667648						"�@joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers)."		
348135786706780160						"rt @joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers�"		
348290861785817088						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
348867655698104322						"rt @joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers�"		
349097733103169536						the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?		
